customer_id,name,email,phone,lifetime_value,total_payments_count,successful_payments_count,success_rate
cust_01302,Dev Sharma,dev.sharma94@example.com,+919866269520,2153.13,2,1,0.718
cust_01303,Ananya Verma,ananya.verma86@example.com,+919814506531,15291.15,8,7,0.905
cust_01304,Aditi Kumar,aditi.kumar66@example.com,+919841452485,9653.28,8,7,0.924
cust_01305,Siddharth Patel,siddharth.patel83@example.com,+919852802529,48855.68,25,23,0.928
cust_01306,Isha Chopra,isha.chopra76@example.com,+919839667854,243315.52,40,32,0.813
cust_01307,Kabir Chopra,kabir.chopra96@example.com,+919867337891,151004.4,27,20,0.761
cust_01308,Yash Bhat,yash.bhat77@example.com,+919852779814,15993.7,11,5,0.539
cust_01309,Suresh Rao,suresh.rao40@example.com,+919840245233,227648.81,34,31,0.913
cust_01310,Suresh Kumar,suresh.kumar63@example.com,+919884797762,31716.73,21,17,0.839
cust_01311,Ananya Kapoor,ananya.kapoor67@example.com,+919859805178,10452.45,17,15,0.917
cust_01312,Yash Chopra,yash.chopra87@example.com,+919890922827,188068.8,42,32,0.767
cust_01313,Suresh Patel,suresh.patel71@example.com,+919838036618,1930.92,2,1,0.513
cust_01314,Meera Reddy,meera.reddy25@example.com,+919874279671,3354.07,4,1,0.287
cust_01315,Neha Nair,neha.nair51@example.com,+919847991562,61521.55,27,23,0.873
cust_01316,Vikram Nair,vikram.nair73@example.com,+919872546007,209594.36,35,34,0.976
cust_01317,Tanvi Kapoor,tanvi.kapoor36@example.com,+919859755172,84106.96,19,14,0.761
cust_01318,Aarav Mehta,aarav.mehta80@example.com,+919888387434,19917.48,14,11,0.846
cust_01319,Neha Kumar,neha.kumar82@example.com,+919842981324,124667.32,48,43,0.901
cust_01320,Priya Reddy,priya.reddy92@example.com,+919875846624,38480.4,27,24,0.919
cust_01321,Suresh Rao,suresh.rao33@example.com,+919882764376,1681.32,9,3,0.375
cust_01322,Ananya Deshmukh,ananya.deshmukh95@example.com,+919816511491,22902.44,22,11,0.54
cust_01323,Isha Sharma,isha.sharma37@example.com,+919877878323,184756.34,45,34,0.764
cust_01324,Rajesh Kapoor,rajesh.kapoor71@example.com,+919898487646,104019.3,40,30,0.752
cust_01325,Aarav Nair,aarav.nair45@example.com,+919881905550,0.0,7,0,0.056
cust_01326,Kabir Verma,kabir.verma22@example.com,+919880381817,67308.6,38,30,0.794
cust_01327,Vikram Mehta,vikram.mehta60@example.com,+919820605783,73871.8,41,34,0.843
cust_01328,Neha Mehta,neha.mehta97@example.com,+919820820219,2039.9,3,2,0.692
cust_01329,Yash Kumar,yash.kumar80@example.com,+919873888323,10303.48,15,11,0.752
cust_01330,Zoya Chopra,zoya.chopra52@example.com,+919885947990,22132.41,9,3,0.381
cust_01331,Neha Patel,neha.patel98@example.com,+919886072480,33420.6,9,6,0.761
cust_01332,Rohan Kapoor,rohan.kapoor79@example.com,+919885633013,2102.85,12,5,0.461
cust_01333,Meera Joshi,meera.joshi28@example.com,+919863458386,2151.64,10,1,0.152
cust_01334,Yash Chopra,yash.chopra79@example.com,+919854524025,264422.7,49,45,0.92
cust_01335,Rahul Reddy,rahul.reddy54@example.com,+919817207013,20457.92,9,7,0.803
cust_01336,Rajesh Joshi,rajesh.joshi60@example.com,+919853805532,106018.9,33,26,0.813
cust_01337,Vikram Nair,vikram.nair58@example.com,+919867961650,23996.0,29,25,0.885
cust_01338,Rajesh Mehta,rajesh.mehta41@example.com,+919819865900,247102.44,50,39,0.785
cust_01339,Isha Reddy,isha.reddy59@example.com,+919852503832,67040.46,24,18,0.771
cust_01340,Rohan Verma,rohan.verma26@example.com,+919821716836,144356.86,40,34,0.853
cust_01341,Dev Sharma,dev.sharma21@example.com,+919857501571,152913.86,25,22,0.887
cust_01342,Aarav Mehta,aarav.mehta62@example.com,+919862049575,87241.2,19,12,0.646
cust_01343,Neha Joshi,neha.joshi76@example.com,+919832761034,10474.84,10,4,0.458
cust_01344,Priya Gupta,priya.gupta18@example.com,+919832442197,183469.37,35,29,0.847
cust_01345,Vikram Mehta,vikram.mehta41@example.com,+919893890601,33710.7,34,30,0.892
cust_01346,Siddharth Sharma,siddharth.sharma60@example.com,+919854589439,22138.32,12,6,0.529
cust_01347,Zoya Deshmukh,zoya.deshmukh93@example.com,+919889778067,73862.4,49,40,0.824
cust_01348,Tanvi Gupta,tanvi.gupta60@example.com,+919852833932,248056.96,36,32,0.91
cust_01349,Neha Singh,neha.singh58@example.com,+919847621248,14953.84,5,2,0.534
cust_01350,Meera Joshi,meera.joshi79@example.com,+919834149421,53962.86,25,14,0.587
cust_01351,Meera Rao,meera.rao47@example.com,+919819282319,54819.3,15,10,0.671
cust_01352,Isha Chopra,isha.chopra48@example.com,+919842483531,159397.25,32,25,0.785
cust_01353,Ananya Rao,ananya.rao86@example.com,+919874321792,147878.64,49,42,0.873
cust_01354,Aditi Bhat,aditi.bhat56@example.com,+919882062301,62209.5,11,10,0.96
cust_01355,Vikram Gupta,vikram.gupta92@example.com,+919892232236,242876.78,48,46,0.976
cust_01356,Tanvi Bhat,tanvi.bhat65@example.com,+919824219637,175472.33,37,29,0.81
cust_01357,Suresh Joshi,suresh.joshi98@example.com,+919887206788,174917.12,34,28,0.836
cust_01358,Kavita Reddy,kavita.reddy74@example.com,+919830232642,20598.64,11,8,0.756
cust_01359,Ananya Verma,ananya.verma28@example.com,+919856751880,64688.7,18,15,0.855
cust_01360,Vikram Rao,vikram.rao22@example.com,+919868809636,5224.06,4,2,0.554
cust_01361,Dev Sharma,dev.sharma53@example.com,+919896969050,76916.7,20,18,0.934
cust_01362,Suresh Gupta,suresh.gupta52@example.com,+919885141654,128728.75,30,25,0.856
cust_01363,Kabir Chopra,kabir.chopra94@example.com,+919868000104,56425.95,17,15,0.92
cust_01364,Zoya Kumar,zoya.kumar10@example.com,+919838829445,37964.64,9,8,0.923
cust_01365,Suresh Gupta,suresh.gupta56@example.com,+919853752954,249922.8,47,36,0.776
cust_01366,Rahul Chopra,rahul.chopra50@example.com,+919890124068,29790.2,12,10,0.84
cust_01367,Amit Joshi,amit.joshi32@example.com,+919849922369,0.0,3,0,0.251
cust_01368,Neha Mehta,neha.mehta24@example.com,+919834567819,77449.68,29,22,0.783
cust_01369,Isha Joshi,isha.joshi59@example.com,+919866779304,317234.22,49,43,0.896
cust_01370,Kabir Nair,kabir.nair31@example.com,+919875718640,131805.96,33,26,0.793
cust_01371,Vikram Sharma,vikram.sharma72@example.com,+919828325379,138331.71,40,33,0.838
cust_01372,Priya Kumar,priya.kumar97@example.com,+919875998330,52399.05,36,33,0.943
cust_01373,Kavita Sharma,kavita.sharma38@example.com,+919849203644,28713.78,23,18,0.802
cust_01374,Amit Joshi,amit.joshi73@example.com,+919883782999,119099.03,22,19,0.882
cust_01375,Vikram Nair,vikram.nair15@example.com,+919869239219,59671.1,11,10,0.978
cust_01376,Neha Mehta,neha.mehta14@example.com,+919870362053,33127.56,10,9,0.948
cust_01377,Dev Bhat,dev.bhat40@example.com,+919838169370,48510.49,13,7,0.6
cust_01378,Rajesh Chopra,rajesh.chopra64@example.com,+919832277675,32509.45,8,5,0.667
cust_01379,Kavita Singh,kavita.singh78@example.com,+919847726592,99578.31,50,39,0.789
cust_01380,Kavita Mehta,kavita.mehta75@example.com,+919822780905,206486.56,31,28,0.923
cust_01381,Rohan Deshmukh,rohan.deshmukh93@example.com,+919827030641,11555.48,6,2,0.445
cust_01382,Neha Bhat,neha.bhat96@example.com,+919862707402,97549.04,22,19,0.883
cust_01383,Yash Rao,yash.rao19@example.com,+919895044078,38431.98,14,9,0.661
cust_01384,Rohan Reddy,rohan.reddy57@example.com,+919871028216,0.0,1,0,0.161
cust_01385,Ananya Reddy,ananya.reddy68@example.com,+919895206855,12853.44,4,2,0.522
cust_01386,Yash Patel,yash.patel64@example.com,+919838434222,52212.78,23,18,0.824
cust_01387,Kavita Gupta,kavita.gupta82@example.com,+919875140950,1307.52,3,2,0.704
cust_01388,Amit Sharma,amit.sharma25@example.com,+919831204188,44588.4,32,24,0.75
cust_01389,Isha Kapoor,isha.kapoor93@example.com,+919850515702,21393.12,22,21,0.965
cust_01390,Vikram Mehta,vikram.mehta20@example.com,+919859908025,3351.83,3,1,0.621
cust_01391,Siddharth Reddy,siddharth.reddy99@example.com,+919841426254,2466.88,11,8,0.771
cust_01392,Priya Verma,priya.verma26@example.com,+919889682313,1448.32,5,4,0.906
cust_01393,Tanvi Deshmukh,tanvi.deshmukh25@example.com,+919866682016,16248.2,9,5,0.562
cust_01394,Dev Verma,dev.verma50@example.com,+919859333294,10480.28,6,2,0.447
cust_01395,Isha Verma,isha.verma77@example.com,+919885603667,87120.35,33,29,0.9
cust_01396,Meera Chopra,meera.chopra29@example.com,+919865258766,3870.0,8,4,0.55
cust_01397,Dev Gupta,dev.gupta25@example.com,+919889131271,19051.76,15,7,0.52
cust_01398,Isha Patel,isha.patel45@example.com,+919896519508,216563.96,43,37,0.877
cust_01399,Siddharth Bhat,siddharth.bhat98@example.com,+919813600310,11291.58,11,6,0.624
cust_01400,Rajesh Nair,rajesh.nair34@example.com,+919862579931,61659.6,20,15,0.763
cust_01401,Dev Patel,dev.patel73@example.com,+919895641960,31596.0,5,4,0.872
cust_01402,Tanvi Gupta,tanvi.gupta59@example.com,+919886286724,86421.86,16,14,0.876
cust_01403,Ananya Sharma,ananya.sharma85@example.com,+919819064068,45629.04,8,6,0.8
cust_01404,Yash Nair,yash.nair46@example.com,+919894365330,51335.46,15,9,0.661
cust_01405,Ananya Chopra,ananya.chopra78@example.com,+919882162880,4542.35,11,5,0.494
cust_01406,Meera Bhat,meera.bhat29@example.com,+919881993070,221765.2,46,40,0.885
cust_01407,Ananya Mehta,ananya.mehta99@example.com,+919868718382,4364.98,3,2,0.688
cust_01408,Zoya Verma,zoya.verma68@example.com,+919892181084,64404.0,25,12,0.505
cust_01409,Kabir Verma,kabir.verma11@example.com,+919828416255,21635.7,13,5,0.456
cust_01410,Rohan Gupta,rohan.gupta57@example.com,+919827036337,121131.63,25,17,0.697
cust_01411,Aarav Singh,aarav.singh64@example.com,+919846504617,169356.0,41,33,0.81
cust_01412,Priya Rao,priya.rao75@example.com,+919858335011,43836.8,15,14,0.948
cust_01413,Rohan Bhat,rohan.bhat23@example.com,+919887029205,42179.5,25,10,0.439
cust_01414,Aditi Deshmukh,aditi.deshmukh11@example.com,+919842823140,18458.0,14,11,0.834
cust_01415,Aditi Nair,aditi.nair93@example.com,+919866286795,47773.8,25,20,0.807
cust_01416,Ananya Joshi,ananya.joshi57@example.com,+919826025721,30277.8,16,15,0.957
cust_01417,Rahul Sharma,rahul.sharma61@example.com,+919819251149,19741.54,11,7,0.694
cust_01418,Suresh Rao,suresh.rao11@example.com,+919859515518,125889.54,24,21,0.88
cust_01419,Neha Rao,neha.rao57@example.com,+919889415412,5939.97,4,1,0.389
cust_01420,Suresh Bhat,suresh.bhat41@example.com,+919830208677,71518.4,19,16,0.844
cust_01421,Aarav Singh,aarav.singh10@example.com,+919898221829,24209.02,24,22,0.92
cust_01422,Rahul Patel,rahul.patel63@example.com,+919876038997,5779.72,3,1,0.381
cust_01423,Ananya Sharma,ananya.sharma39@example.com,+919879760901,249730.24,34,32,0.956
cust_01424,Ananya Joshi,ananya.joshi22@example.com,+919877837366,38860.8,9,8,0.939
cust_01425,Aditi Kumar,aditi.kumar94@example.com,+919827543369,148610.4,25,20,0.81
cust_01426,Yash Reddy,yash.reddy51@example.com,+919852688984,17524.78,17,13,0.804
cust_01427,Kavita Verma,kavita.verma29@example.com,+919824181143,31971.42,31,26,0.857
cust_01428,Vikram Bhat,vikram.bhat36@example.com,+919870655283,8966.16,12,9,0.811
cust_01429,Siddharth Deshmukh,siddharth.deshmukh99@example.com,+919890973889,33168.07,25,23,0.942
cust_01430,Neha Singh,neha.singh60@example.com,+919878915391,7011.29,16,13,0.819
cust_01431,Yash Deshmukh,yash.deshmukh67@example.com,+919884618850,7592.83,16,7,0.485
cust_01432,Isha Verma,isha.verma11@example.com,+919818277097,7302.48,6,4,0.734
cust_01433,Yash Singh,yash.singh97@example.com,+919894597104,0.0,10,0,0.079
cust_01434,Ananya Sharma,ananya.sharma18@example.com,+919836541600,0.0,3,0,0.201
cust_01435,Tanvi Verma,tanvi.verma15@example.com,+919871873691,198809.4,32,30,0.963
cust_01436,Yash Rao,yash.rao13@example.com,+919861369075,21881.82,8,3,0.459
cust_01437,Rohan Mehta,rohan.mehta67@example.com,+919829948970,89828.68,20,17,0.892
cust_01438,Priya Kumar,priya.kumar80@example.com,+919874294443,35281.1,13,10,0.814
cust_01439,Rahul Patel,rahul.patel90@example.com,+919882968364,52107.72,24,17,0.736
cust_01440,Suresh Bhat,suresh.bhat72@example.com,+919856175477,2382.35,7,1,0.221
cust_01441,Aarav Singh,aarav.singh86@example.com,+919839396392,15023.0,22,20,0.936
cust_01442,Priya Nair,priya.nair55@example.com,+919888381665,0.0,2,0,0.381
cust_01443,Neha Mehta,neha.mehta78@example.com,+919817503932,95453.26,20,14,0.722
cust_01444,Yash Singh,yash.singh32@example.com,+919833635791,122505.2,49,40,0.823
cust_01445,Kavita Sharma,kavita.sharma99@example.com,+919857201978,15204.88,10,2,0.242
cust_01446,Priya Nair,priya.nair49@example.com,+919833562830,69059.2,19,14,0.771
cust_01447,Aarav Nair,aarav.nair71@example.com,+919810091737,32162.24,13,11,0.891
cust_01448,Kabir Kapoor,kabir.kapoor51@example.com,+919817993466,75151.44,14,12,0.885
cust_01449,Rahul Deshmukh,rahul.deshmukh56@example.com,+919819735027,139557.57,30,29,0.967
cust_01450,Tanvi Mehta,tanvi.mehta51@example.com,+919828314232,12794.38,7,2,0.299
cust_01451,Priya Chopra,priya.chopra50@example.com,+919833381086,76318.08,21,12,0.591
cust_01452,Neha Chopra,neha.chopra85@example.com,+919833535297,26892.18,23,21,0.919
cust_01453,Aarav Reddy,aarav.reddy83@example.com,+919862559853,7141.55,20,13,0.662
cust_01454,Rajesh Singh,rajesh.singh88@example.com,+919839648058,9680.65,17,7,0.435
cust_01455,Ananya Patel,ananya.patel54@example.com,+919852885071,59641.2,10,9,0.954
cust_01456,Tanvi Rao,tanvi.rao11@example.com,+919845596211,54630.48,27,24,0.909
cust_01457,Dev Reddy,dev.reddy10@example.com,+919816462242,92443.65,15,13,0.918
cust_01458,Priya Kapoor,priya.kapoor58@example.com,+919857141449,172076.94,35,27,0.773
cust_01459,Kavita Chopra,kavita.chopra97@example.com,+919840277201,12854.0,7,5,0.767
cust_01460,Tanvi Mehta,tanvi.mehta23@example.com,+919819959009,83108.06,15,14,0.954
cust_01461,Suresh Kapoor,suresh.kapoor21@example.com,+919855358959,177465.39,35,31,0.891
cust_01462,Zoya Chopra,zoya.chopra31@example.com,+919891512791,5698.86,5,2,0.453
cust_01463,Meera Kumar,meera.kumar99@example.com,+919884371711,32319.6,10,6,0.648
cust_01464,Siddharth Patel,siddharth.patel22@example.com,+919816661956,45961.84,36,31,0.876
cust_01465,Vikram Sharma,vikram.sharma64@example.com,+919821761279,151944.14,43,38,0.902
cust_01466,Dev Sharma,dev.sharma36@example.com,+919832928708,81564.24,17,12,0.732
cust_01467,Siddharth Bhat,siddharth.bhat60@example.com,+919873209094,47181.33,10,9,0.902
cust_01468,Yash Gupta,yash.gupta57@example.com,+919861196706,62662.0,21,17,0.853
cust_01469,Rohan Patel,rohan.patel44@example.com,+919885731895,44918.23,47,43,0.923
cust_01470,Vikram Bhat,vikram.bhat79@example.com,+919865564347,1539.14,9,2,0.251
cust_01471,Yash Deshmukh,yash.deshmukh76@example.com,+919866187845,9419.8,8,2,0.284
cust_01472,Neha Rao,neha.rao48@example.com,+919820597167,24997.08,7,6,0.946
cust_01473,Rahul Bhat,rahul.bhat83@example.com,+919893251648,50566.27,33,31,0.968
cust_01474,Kabir Patel,kabir.patel34@example.com,+919826936398,131491.08,48,36,0.768
cust_01475,Isha Deshmukh,isha.deshmukh86@example.com,+919844612921,7760.88,9,8,0.917
cust_01476,Suresh Kumar,suresh.kumar80@example.com,+919853771998,6356.44,2,1,0.577
cust_01477,Rajesh Joshi,rajesh.joshi76@example.com,+919866316931,154466.88,41,32,0.784
cust_01478,Dev Kapoor,dev.kapoor23@example.com,+919885522135,84924.6,19,12,0.667
cust_01479,Zoya Mehta,zoya.mehta59@example.com,+919897884113,9755.64,7,6,0.89
cust_01480,Yash Gupta,yash.gupta89@example.com,+919891692326,50048.04,14,7,0.537
cust_01481,Tanvi Reddy,tanvi.reddy40@example.com,+919816615722,4102.11,13,9,0.713
cust_01482,Siddharth Mehta,siddharth.mehta45@example.com,+919875984013,6673.85,9,5,0.633
cust_01483,Amit Bhat,amit.bhat51@example.com,+919846160937,3494.2,4,2,0.606
cust_01484,Meera Kapoor,meera.kapoor62@example.com,+919875023164,8535.16,3,2,0.695
cust_01485,Kabir Verma,kabir.verma49@example.com,+919878020910,247480.1,38,35,0.93
cust_01486,Aarav Gupta,aarav.gupta34@example.com,+919836941091,4825.17,16,7,0.485
cust_01487,Vikram Reddy,vikram.reddy35@example.com,+919846772637,129816.5,30,25,0.857
cust_01488,Dev Chopra,dev.chopra13@example.com,+919842472381,107744.14,16,14,0.887
cust_01489,Priya Joshi,priya.joshi80@example.com,+919856943979,115273.0,21,19,0.943
cust_01490,Ananya Mehta,ananya.mehta13@example.com,+919861883966,117295.92,18,17,0.946
cust_01491,Neha Chopra,neha.chopra36@example.com,+919846115786,4790.63,23,13,0.575
cust_01492,Isha Chopra,isha.chopra32@example.com,+919890683906,58492.44,21,9,0.476
cust_01493,Siddharth Reddy,siddharth.reddy92@example.com,+919846960684,84354.16,27,22,0.837
cust_01494,Meera Rao,meera.rao48@example.com,+919879878835,713.16,5,2,0.535
cust_01495,Vikram Nair,vikram.nair92@example.com,+919889694801,8018.78,5,2,0.501
cust_01496,Tanvi Mehta,tanvi.mehta91@example.com,+919853639158,83950.35,24,11,0.489
cust_01497,Siddharth Patel,siddharth.patel29@example.com,+919879429969,47761.84,21,14,0.706
cust_01498,Tanvi Chopra,tanvi.chopra27@example.com,+919813416548,50982.54,10,7,0.739
cust_01499,Yash Kumar,yash.kumar14@example.com,+919888252116,11769.56,8,4,0.594
cust_01500,Neha Chopra,neha.chopra78@example.com,+919895672999,48966.88,23,16,0.708
cust_01501,Siddharth Deshmukh,siddharth.deshmukh31@example.com,+919898263548,7850.02,5,2,0.462
cust_01502,Rohan Reddy,rohan.reddy81@example.com,+919834571018,0.0,2,0,0.356
cust_01503,Neha Reddy,neha.reddy49@example.com,+919866434872,24044.45,10,5,0.513
cust_01504,Amit Deshmukh,amit.deshmukh25@example.com,+919873154349,280131.44,42,37,0.896
cust_01505,Ananya Rao,ananya.rao34@example.com,+919877172936,88309.56,38,34,0.907
cust_01506,Aditi Deshmukh,aditi.deshmukh29@example.com,+919828436852,7174.91,10,1,0.167
cust_01507,Amit Gupta,amit.gupta50@example.com,+919834207075,94765.56,22,12,0.566
cust_01508,Tanvi Chopra,tanvi.chopra17@example.com,+919810632635,52110.85,15,11,0.798
cust_01509,Kabir Rao,kabir.rao21@example.com,+919827368573,28828.0,14,8,0.615
cust_01510,Priya Kumar,priya.kumar10@example.com,+919815063406,28673.8,5,4,0.918
cust_01511,Rahul Patel,rahul.patel12@example.com,+919810553491,77580.69,24,11,0.485
cust_01512,Siddharth Gupta,siddharth.gupta23@example.com,+919861479273,46505.2,9,7,0.82
cust_01513,Siddharth Mehta,siddharth.mehta68@example.com,+919879831928,310640.46,48,39,0.828
cust_01514,Tanvi Kapoor,tanvi.kapoor72@example.com,+919858217837,2683.56,14,6,0.456
cust_01515,Neha Reddy,neha.reddy26@example.com,+919838345472,4993.4,7,4,0.6
cust_01516,Aditi Kumar,aditi.kumar91@example.com,+919844331441,95508.48,21,12,0.612
cust_01517,Dev Chopra,dev.chopra12@example.com,+919816473999,8761.76,14,7,0.542
cust_01518,Rohan Rao,rohan.rao99@example.com,+919830552371,10474.4,5,4,0.908
cust_01519,Dev Chopra,dev.chopra76@example.com,+919846235719,60264.27,15,9,0.638
cust_01520,Dev Nair,dev.nair89@example.com,+919825802066,60376.14,36,33,0.93
cust_01521,Meera Bhat,meera.bhat43@example.com,+919880215481,2574.2,7,1,0.172
cust_01522,Aditi Nair,aditi.nair73@example.com,+919837876214,1605.4,9,5,0.563
cust_01523,Ananya Kapoor,ananya.kapoor24@example.com,+919887061479,6302.35,4,1,0.451
cust_01524,Ananya Reddy,ananya.reddy22@example.com,+919844345256,14002.56,11,6,0.555
cust_01525,Aditi Verma,aditi.verma32@example.com,+919815294153,32494.08,23,12,0.522
cust_01526,Dev Verma,dev.verma15@example.com,+919811298197,11322.76,7,4,0.626
cust_01527,Amit Joshi,amit.joshi44@example.com,+919822475714,30473.91,12,9,0.829
cust_01528,Amit Mehta,amit.mehta59@example.com,+919874188958,4682.16,7,4,0.621
cust_01529,Aditi Deshmukh,aditi.deshmukh30@example.com,+919823920137,198850.68,41,36,0.886
cust_01530,Kabir Joshi,kabir.joshi58@example.com,+919858130331,132523.84,25,17,0.693
cust_01531,Isha Rao,isha.rao72@example.com,+919825158211,4628.84,4,2,0.55
cust_01532,Tanvi Sharma,tanvi.sharma96@example.com,+919880439867,22271.48,20,11,0.596
cust_01533,Tanvi Nair,tanvi.nair76@example.com,+919892978636,72195.48,20,18,0.902
cust_01534,Yash Gupta,yash.gupta81@example.com,+919892263926,54507.31,15,13,0.898
cust_01535,Priya Deshmukh,priya.deshmukh73@example.com,+919832200132,48414.13,20,17,0.863
cust_01536,Rohan Sharma,rohan.sharma74@example.com,+919839891163,14512.0,20,16,0.837
cust_01537,Amit Bhat,amit.bhat83@example.com,+919870142774,25494.84,25,21,0.865
cust_01538,Priya Reddy,priya.reddy93@example.com,+919812384932,149425.98,40,33,0.845
cust_01539,Ananya Bhat,ananya.bhat87@example.com,+919893089652,24605.75,19,13,0.703
cust_01540,Amit Singh,amit.singh56@example.com,+919817284695,36905.28,12,8,0.687
cust_01541,Rajesh Joshi,rajesh.joshi70@example.com,+919898203489,55320.84,11,9,0.854
cust_01542,Neha Sharma,neha.sharma53@example.com,+919857665946,36137.76,11,8,0.728
cust_01543,Vikram Reddy,vikram.reddy23@example.com,+919816144233,78225.29,24,13,0.567
cust_01544,Zoya Verma,zoya.verma42@example.com,+919891987136,45080.92,30,23,0.778
cust_01545,Meera Reddy,meera.reddy53@example.com,+919824464073,60736.41,22,9,0.416
cust_01546,Kavita Verma,kavita.verma67@example.com,+919871389561,30886.72,6,4,0.725
cust_01547,Aarav Nair,aarav.nair16@example.com,+919884252780,14835.32,8,2,0.335
cust_01548,Kabir Reddy,kabir.reddy84@example.com,+919833306944,32177.52,14,6,0.444
cust_01549,Rajesh Kapoor,rajesh.kapoor51@example.com,+919877660514,80877.61,21,11,0.542
cust_01550,Neha Mehta,neha.mehta60@example.com,+919856017729,0.0,3,0,0.204
cust_01551,Rajesh Reddy,rajesh.reddy75@example.com,+919850119441,40470.01,12,7,0.586
cust_01552,Suresh Chopra,suresh.chopra37@example.com,+919836962876,127226.68,48,43,0.914
cust_01553,Isha Reddy,isha.reddy93@example.com,+919833865616,126933.84,25,22,0.91
cust_01554,Vikram Nair,vikram.nair71@example.com,+919888222933,148275.09,31,27,0.903
cust_01555,Suresh Mehta,suresh.mehta64@example.com,+919811714029,7086.0,14,10,0.756
cust_01556,Aditi Patel,aditi.patel44@example.com,+919831600382,0.0,3,0,0.282
cust_01557,Siddharth Patel,siddharth.patel79@example.com,+919814336089,258403.19,44,37,0.854
cust_01558,Suresh Deshmukh,suresh.deshmukh38@example.com,+919896854901,98077.98,49,39,0.805
cust_01559,Aditi Kapoor,aditi.kapoor58@example.com,+919862016704,119127.36,48,44,0.931
cust_01560,Suresh Sharma,suresh.sharma11@example.com,+919843734435,207416.97,33,31,0.95
cust_01561,Vikram Bhat,vikram.bhat85@example.com,+919883365441,84975.33,25,11,0.467
cust_01562,Siddharth Rao,siddharth.rao32@example.com,+919819995059,35351.58,37,29,0.79
cust_01563,Aditi Kumar,aditi.kumar45@example.com,+919884705402,5495.52,21,16,0.787
cust_01564,Amit Reddy,amit.reddy29@example.com,+919815360735,37543.14,8,6,0.824
cust_01565,Rajesh Deshmukh,rajesh.deshmukh94@example.com,+919850420315,19807.14,27,23,0.882
cust_01566,Tanvi Nair,tanvi.nair38@example.com,+919834678492,45534.71,15,13,0.931
cust_01567,Suresh Kumar,suresh.kumar21@example.com,+919856896070,56984.2,26,20,0.799
cust_01568,Siddharth Patel,siddharth.patel89@example.com,+919881202356,14711.6,46,40,0.879
cust_01569,Vikram Rao,vikram.rao40@example.com,+919896203262,5555.65,3,1,0.611
cust_01570,Tanvi Kumar,tanvi.kumar24@example.com,+919861791391,36586.45,6,5,0.917
cust_01571,Vikram Nair,vikram.nair75@example.com,+919869801634,65946.95,46,37,0.818
cust_01572,Rahul Verma,rahul.verma22@example.com,+919832467350,712.9,9,2,0.313
cust_01573,Ananya Patel,ananya.patel95@example.com,+919894492003,67346.2,15,10,0.694
cust_01574,Meera Nair,meera.nair99@example.com,+919868416623,100485.72,25,18,0.72
cust_01575,Aarav Rao,aarav.rao52@example.com,+919815085015,73556.0,21,16,0.762
cust_01576,Kavita Deshmukh,kavita.deshmukh39@example.com,+919844715141,90857.25,30,25,0.854
cust_01577,Aarav Kumar,aarav.kumar96@example.com,+919825878730,30690.27,44,39,0.898
cust_01578,Kavita Sharma,kavita.sharma99@example.com,+919819742790,120822.33,23,19,0.866
cust_01579,Siddharth Joshi,siddharth.joshi21@example.com,+919847784631,46412.38,14,7,0.549
cust_01580,Aarav Rao,aarav.rao30@example.com,+919881600831,89996.55,39,35,0.922
cust_01581,Isha Mehta,isha.mehta96@example.com,+919896965116,267356.98,40,38,0.968
cust_01582,Isha Verma,isha.verma15@example.com,+919810675093,250527.42,40,33,0.841
cust_01583,Siddharth Patel,siddharth.patel54@example.com,+919838418851,46097.7,37,33,0.899
cust_01584,Kabir Patel,kabir.patel88@example.com,+919843922427,219594.56,41,32,0.792
cust_01585,Suresh Rao,suresh.rao92@example.com,+919883774735,19010.88,21,18,0.904
cust_01586,Kavita Rao,kavita.rao52@example.com,+919857934299,22460.04,11,9,0.901
cust_01587,Ananya Kapoor,ananya.kapoor34@example.com,+919852652506,100840.6,47,38,0.826
cust_01588,Kavita Gupta,kavita.gupta82@example.com,+919886082915,41561.52,32,26,0.823
cust_01589,Tanvi Patel,tanvi.patel38@example.com,+919896011893,66393.24,13,12,0.943
cust_01590,Tanvi Kapoor,tanvi.kapoor71@example.com,+919872122457,150079.71,36,33,0.928
cust_01591,Kabir Chopra,kabir.chopra87@example.com,+919821002322,28651.96,6,4,0.692
cust_01592,Meera Mehta,meera.mehta90@example.com,+919820262606,61962.24,18,12,0.703
cust_01593,Kavita Joshi,kavita.joshi61@example.com,+919889193333,67270.65,21,15,0.758
cust_01594,Suresh Rao,suresh.rao93@example.com,+919829949181,196213.05,42,33,0.801
cust_01595,Siddharth Gupta,siddharth.gupta69@example.com,+919877259613,11828.36,37,31,0.841
cust_01596,Neha Deshmukh,neha.deshmukh88@example.com,+919832259144,5038.26,7,3,0.448
cust_01597,Kavita Chopra,kavita.chopra28@example.com,+919874894729,0.0,8,0,0.064
cust_01598,Rohan Singh,rohan.singh39@example.com,+919815745651,23018.24,13,7,0.576
cust_01599,Amit Kapoor,amit.kapoor15@example.com,+919815355917,5178.47,9,1,0.16
cust_01600,Rohan Deshmukh,rohan.deshmukh43@example.com,+919887662596,115725.24,46,36,0.79
cust_01601,Kavita Chopra,kavita.chopra19@example.com,+919879345320,76969.08,19,18,0.974
cust_01602,Vikram Deshmukh,vikram.deshmukh54@example.com,+919875345452,4164.14,2,1,0.702
